index,symbol,cluster,d0,d7,d12,d19,d26,d33,d49,d63,d77
45,PNP,1,2.6040591061,0.0892794354076,-0.017389455245,-0.399083427887,-0.407618748801,-0.406982257766,-0.464918381112,-0.443678211408,-0.553668059292
46,RBM19,1,2.59168244212,-0.0298258605555,-0.02481818972,-0.398022686219,-0.0488615997124,-0.591623971001,-0.425937402494,-0.620551637022,-0.452041095396
47,RSL24D1,1,2.13738137049,0.607050381713,0.186555166838,-0.417526167121,-0.932056569314,0.553270474164,-0.450174910877,-0.672404403034,-1.01209534286
48,RTN4,1,2.50129629868,-0.717415795054,-0.663838943619,-0.480932056738,-0.571340076479,-0.417552714486,0.185083236895,0.146595673589,0.0181043772079
49,RTN4R,1,1.86085104701,0.299675843374,-0.96307367284,0.313392418462,-0.178082806583,1.07132708301,-0.383104403057,-0.847264908612,-1.17372060077
50,SIGMAR1,1,2.26554783844,0.473908626878,-0.473920969016,-0.864538824011,-0.487464032162,-1.04473060405,-0.311300718168,-0.0496576959421,0.49215637803
51,SLC1A1,1,2.63952193691,-0.2105867064,-0.201805694284,-0.216024074636,-0.18351933607,-0.548531170951,-0.481378065154,-0.307322323666,-0.490354565747
52,SYN3,1,2.43650491352,-0.457322769229,-0.273210616468,-0.3235268639,-0.454415779515,0.70028652208,-0.596011864897,-0.728325827568,-0.303977714025
53,UFD1L,1,2.58240819316,-0.217126434021,0.233470267859,-0.43460868616,-0.187037893706,-0.455403864905,-0.539477901861,-0.602550208616,-0.379673471748
54,UQCRFS1,1,2.31518123066,-0.219937574311,0.21892732057,-0.492492184916,-0.838988528079,-0.0522773275668,-0.546689575918,0.589790300648,-0.973513661088
55,VGF,1,2.65688860685,-0.325102273864,-0.191523098432,-0.348644848193,-0.213535227329,-0.398867269578,-0.460689762366,-0.390486196281,-0.32803993081
56,WARS,1,2.64935582884,-0.478693026885,-0.361918799258,-0.113013043306,-0.266037386128,-0.440242822872,-0.428540386458,-0.315546477764,-0.245363886167
57,YWHAH,1,2.56707398158,0.00251389982909,0.0862691969745,-0.47331174029,-0.643222968063,-0.690729642184,-0.270121364538,-0.135068338092,-0.44340302522
58,ADRBK2,2,0.934192236109,1.08671183562,1.70922939814,-0.171285566318,-0.175166058045,-0.614313995505,-0.779697404643,-0.986138806344,-1.00353163901
59,APOE,2,1.67519944133,0.845728855997,0.401430847473,0.507270138562,0.193451916804,-0.257690726457,-1.43286485416,-0.832617130583,-1.09990848896
60,ARRB2,2,1.3026010442,1.52749099664,0.727618654521,-0.0595687543442,-0.280537686643,-0.821023800689,-0.102584416476,-1.2927897967,-1.00120624051
61,CCAR1,2,1.95518383638,0.526203498124,1.0683368585,-0.699988725756,-0.323908317778,-0.402499510416,-0.140472358767,-0.900527376157,-1.08232790414
62,CCKBR,2,0.383067804175,2.52179345478,-0.0127072460934,-0.496830985805,-0.623904116644,-0.657255703491,-0.454784307792,-0.303671313238,-0.355707585889
63,CDKN3,2,1.56871309054,0.831573531319,1.38440014964,-0.0256593110682,-0.610522349968,-0.746517319118,-0.574563839401,-0.897678825269,-0.929745126675
64,DGKH,2,1.31554643076,0.383157087715,1.58614966241,-0.220661717234,0.00628577862384,-0.207296642712,-0.43150767391,-1.64725215517,-0.784420770494
65,DLG3,2,1.36564276526,1.18754723995,1.01294164809,0.291901020628,-0.125432826727,-1.0766536244,-1.10165985603,-0.869394167144,-0.684892199626
66,DNMT1,2,2.30188204186,0.62592766607,0.418679114722,-0.42998480704,-0.147027913548,-0.642770607062,-0.699313746293,-0.772176248223,-0.655215500488
67,ERBB3,2,1.42112692127,0.495993120773,1.37762519114,0.719015017176,-0.70157277905,-0.589088479954,-0.832129678485,-0.944169141073,-0.946800171796
68,FGA,2,-0.149439809142,2.63705316773,-0.0631134728851,-0.397297542677,-0.46422675127,-0.263415871167,-0.337335572939,-0.490121635354,-0.4721025123
69,GLO1,2,1.85728465575,1.05345791731,0.129895951716,-0.759582839892,-0.0586431587404,0.0124804105627,-0.2332377097,-0.374100144343,-1.62755508266
70,GNA15,2,2.09681528164,0.214309559701,1.11837811024,-0.197896641637,-0.553910265701,-0.382601547407,-0.598899295758,-0.94052172077,-0.755673480307
71,GRK6,2,2.35512866442,0.422070387804,0.436143045562,-0.0502520434906,-0.594199269365,-0.539329063428,-0.495661634949,-0.857574910816,-0.676325175732
72,HINT1,2,1.73393240609,0.323497389108,1.00193684001,-0.0640183836847,0.523417631802,-0.359290479279,-0.739626285064,-1.17175075377,-1.24809836521
73,HOMER1,2,1.8742136359,1.09410853008,0.887552819189,-0.595329019684,-0.553569460365,-0.724903350222,-0.597379184462,-0.674903900861,-0.709790069572
74,IMPA2,2,2.21217802775,1.10122410346,-0.107926828295,-0.241627578785,-0.394010385874,-0.724119544266,-0.571190143703,-0.584919217517,-0.689608432772
75,IPO5,2,1.28668736912,1.84917593923,0.409488678305,-0.238329795004,-0.14143953831,-0.491717050866,-0.706610473683,-1.03035206327,-0.936903065516
76,KPNA4,2,2.23013735328,0.565365232585,0.600326600086,-0.344001848682,-0.758847098713,-0.315969901389,-0.289718304929,-0.693611944002,-0.993680088234
77,NT5C2,2,1.72377523496,1.05104924757,0.84154965673,0.178850496471,-0.898782046286,-1.05631479301,-0.800234851884,-0.718725871079,-0.321167073474
78,PCNT,2,1.6896353153,0.767166344404,1.11728433853,-0.373799329005,-0.151075801618,-1.33647138475,-0.954694180257,-0.662572551243,-0.095472751354
79,PDYN,2,-0.113451879192,1.5568981811,1.89173330308,-0.317946956886,-0.409706949668,-0.570491977738,-0.701448636985,-0.723500431316,-0.612084652396
80,PGBD1,2,1.38219395954,1.55111129772,0.735782615425,-0.0725600046946,-0.128819043397,-0.831222818108,-0.642673552288,-1.11680936191,-0.877003092294
81,PIK3C2A,2,1.62727236088,1.43740016126,0.645432230033,-0.0925564756595,-0.885242411275,-0.444630792448,-0.467741777382,-0.957423663601,-0.862509631801
82,PIP4K2A,2,1.6955991265,1.40893579008,0.695074224093,-0.287079313976,-0.598109535985,-0.569603524944,-0.675424586348,-0.980442690517,-0.688949488898
83,PPIG,2,1.47638276451,0.791110869024,1.49042568902,-0.419435451023,-0.600299008141,-0.314195953814,-0.305273046522,-1.07340445866,-1.04531140439
84,PTBP2,2,0.618830307736,2.00815053798,0.889163932507,-0.0739372667389,-0.154992944386,-0.670384925336,-0.725619609329,-0.946303946625,-0.944906085806
85,SHISA9,2,2.00016441703,0.0843383947763,0.938631336558,-0.0105410686688,0.0619074274459,-0.0999602789922,-0.680179274373,-1.18306163179,-1.11129932199
86,SLC39A10,2,0.690389976028,1.55325014938,1.50325743957,-0.262385994351,-0.485651914815,-0.92819002707,-0.466652614534,-0.501548981975,-1.10246803224
87,SNRNP70,2,1.96196350235,0.362146803891,0.789073824474,-0.511030168565,0.244140032667,-0.238629726261,-0.251961590053,-0.876970237506,-1.478732441
88,TIMELESS,2,0.445075333331,1.33798288163,1.31588681097,-0.408529190832,0.870994133981,-0.754992042789,-0.609609128447,-1.09698061357,-1.09982818428
89,UPF3B,2,0.891142088497,1.79115681893,0.719869899669,-0.0375640334866,0.229376251232,-0.55299510226,-0.862347535416,-1.05253354103,-1.12610484613
90,VRK2,2,1.85901017486,0.993419419937,0.569874874077,0.109747957187,0.0460757166604,-0.792181804594,-0.956336800636,-0.88011723226,-0.94949230523
91,VSNL1,2,1.19897287698,2.2069355017,-0.339472174342,-0.537319257678,-0.529902508997,-0.533393563414,-0.53150627633,-0.509995491859,-0.424319106057
92,YLPM1,2,1.54771744316,1.71199110206,0.239914921184,-0.24480570414,-0.519845888684,-0.903420052395,-0.574347170536,-1.04669573729,-0.210508913359
93,YWHAE,2,0.342641261338,1.63360307407,1.28882806091,0.189443659779,-0.133771733891,-0.488433712643,-0.320139051416,-1.22061084341,-1.29156071474
94,YWHAZ,2,0.193955213181,0.035772999925,1.7626076464,0.747820210188,0.211071489751,0.261322707503,-0.395005106231,-1.24005572537,-1.57748943534
95,ADRA1D,3,-1.2108864434,-0.957589592416,0.964657142573,0.624882256946,1.47526420204,0.910232297423,-0.638646820211,-0.900916657726,-0.266996385228
96,ASTN2,3,-0.898638523555,0.732258118031,0.962980536449,-1.02174386502,0.377152591838,-0.949146373175,-0.792596594066,-0.140546027177,1.73028013667
97,CA4,3,-1.26898580835,1.47619281143,1.73662730272,0.0290251371932,-0.736495554104,-0.545823217718,0.0468836082473,-0.169502562061,-0.567921717366
98,CACNG2,3,-0.928124192117,-0.778833103372,0.688806156071,2.11275089643,-0.496733242528,-0.536891421243,-0.253857759566,-0.602054291046,0.794936957368
99,CALM2,3,-1.8339320775,-0.725318789637,1.10806065761,1.31320329056,0.37638408363,0.232645905958,0.0528718000725,0.379321196039,-0.903236066737
100,CCK,3,-0.93243600621,0.519914239217,1.28946751123,-0.680606105109,-1.01316779314,-0.792524837654,-0.243296773456,1.73389768235,0.118752082781
101,CTNNA2,3,-1.34517596289,-0.332883737244,1.69643671201,0.943747539641,1.0727437139,-0.257052383325,-0.449032899312,-0.594336319956,-0.73444666283
102,DLX1,3,-0.598117938542,-0.58121520635,-0.366720510945,2.57793125251,-0.179539824425,0.0461045210435,-0.619464240915,-0.322819113264,0.0438410608885
103,DRD2,3,-0.759617685859,-0.299217857051,2.47229794845,0.558615032681,-0.655097053999,-0.397700336575,-0.468344515515,-0.245542931491,-0.205392600643
104,DRD4,3,-0.998870518542,0.778947315853,1.70982446349,1.27365504574,-0.066814153209,-0.567753204238,-0.799241554944,-0.658057041606,-0.671690352538
105,EGR1,3,-0.921480765636,0.819689060978,2.32376356888,-0.395789039739,-0.683294720834,-0.505656496389,-0.0887440528772,-0.418434589008,-0.130052965372
106,EGR2,3,-1.05689692782,2.16018317523,0.46125431383,-0.684326447565,-1.21962736577,0.171115136738,-0.00116712284207,0.131569610699,0.0378956275005
107,EGR3,3,-0.556638088046,1.3529098536,2.10668191168,-0.440681612746,-0.528105085807,-0.471075534072,-0.573124660271,-0.478002711062,-0.411964073286
108,FABP7,3,-1.58518344981,-0.793967818814,1.76769076861,0.226227733262,1.10671303582,-0.0116771232865,-0.431233685842,-0.479274310495,0.200704850558
109,FEZ1,3,-2.11662122173,1.11912972298,0.57288581605,0.370518428546,0.943881844888,0.195055615528,0.191006749369,-0.531550593523,-0.744306362107
110,FMR1,3,-1.7524772762,0.0172804897621,0.103746060125,-0.357079299029,1.68635149279,0.671948411653,0.830014600897,-0.392173381697,-0.807611098298
111,FOS,3,-1.77839795903,-0.293217313542,1.59384590119,-0.179600609186,-0.97126237727,-0.205171015188,0.702956327896,0.392619730408,0.738227314723
112,FOSB,3,-0.871088915056,1.14082346919,2.02432349616,-0.200196616401,-0.514517373876,0.429561524968,-0.601289153631,-0.692195185188,-0.715421246164
113,FYN,3,-2.29100577147,0.244652130791,0.719056255192,-0.132705321574,-0.253818662324,0.201396327459,1.37626079519,-0.204348388864,0.340512635604
114,FZD3,3,-1.59604895362,1.63910308113,1.45962355383,-0.164986765314,-0.0526377329911,-0.553920357105,-0.117859192133,-0.0867439812082,-0.526529652597
115,GABRB2,3,-0.713619493495,1.93853090948,0.851356156094,-0.776346100456,-0.693899953131,-0.0863025804127,-0.92861847599,-0.492130301441,0.901029839356
116,GAD2,3,-1.39363492551,0.476309583524,2.2074330837,-0.563697245126,0.451680045188,-0.444471548716,-0.0957638242569,-0.204417032893,-0.433438135915
117,GPC1,3,-2.13183418868,0.671867879196,0.170238984328,0.325014607193,-0.94222593091,0.113948980663,0.264716577681,0.159734991231,1.3685380993
118,GPR153,3,-1.02953461593,2.363735161,0.568769189918,0.139576661391,-0.654339835922,-0.509858377435,-0.418622818521,-0.372690501597,-0.0870348629088
119,GRIA1,3,-1.84858613288,1.42149361698,-0.243028631535,0.176161309136,1.46534795812,-0.050684267518,-0.36026297998,-0.413148141768,-0.147292730553
120,GRIK3,3,-0.426461946631,2.55935464256,-0.246468695393,-0.214756126211,-0.532066866295,-0.535099180066,-0.538146954779,-0.420306031426,0.353951158241
121,GRM2,3,-0.520443742638,1.20505417861,2.00082777494,0.201210781909,-0.946473115272,-0.645191938939,-0.745075932728,-0.602645645061,0.0527376391783
122,GRM3,3,-1.36426917974,1.37786726417,1.29778189186,-0.467433985247,-0.314494761725,-1.09355095912,-0.440688030955,0.087813839807,0.916973920959
123,KALRN,3,-1.79882330516,-0.194861293209,1.31730924579,0.0966262910222,-0.177924103973,-0.809464368925,-0.394899165509,0.653913935628,1.30812276434
124,KCNC1,3,-1.84862138819,0.724467565461,0.828277137469,0.587770655071,-0.311685606156,-0.941694870455,0.108083767974,-0.486113230049,1.33951596887
125,MAP2,3,-2.10123346768,0.823373810335,1.3615854526,-0.141844023899,0.442611030372,-0.417365242959,0.675189286668,-0.304209929002,-0.338106916428
126,MED12,3,-2.50248819033,0.402100730728,0.309969915895,0.390696103287,0.180543573198,0.766763371868,0.52807299095,-0.498751056624,0.42309256103
127,MYT1,3,-1.22995818792,-0.6866720554,1.56856150205,0.473036993936,-0.60628675881,-0.584768771352,-0.398584586855,-0.101479246117,1.56615111047
128,NCAN,3,-0.738598407002,2.37621675025,0.11493208186,-0.503967582434,-0.567633620659,-0.593349714039,-0.484149337344,-0.327831237402,0.724381066767
129,NPY,3,-0.645868255759,2.16728762326,-0.0642562321043,-0.514157845962,-0.603672224664,-0.683776239482,-0.592171317079,-0.237373658601,1.17398815039
130,NRG2,3,-1.0286956725,2.48835532797,0.277207764505,-0.0466673393025,-0.340226682137,-0.578337108258,-0.371866765781,-0.234743448288,-0.165026076212
131,NRXN1,3,-0.614203552526,1.645720646,0.204259984245,-1.00556937025,-0.651886803919,-0.948200643438,-0.48973675246,0.396659134535,1.46295735782
132,PCM1,3,-1.82962641408,1.09464298718,0.374246346019,0.65074774218,-0.824445990402,-1.03779777516,0.495498866123,0.931278123464,0.14545611467
133,PDE10A,3,-1.99289109009,1.27623225616,1.16370511856,0.352032975988,-0.028293941197,-0.0524892347925,0.465667364098,-0.582157586146,-0.601805862587
134,PLCB1,3,-2.22265605859,1.55557113111,0.181575033009,0.354717673349,0.0020642267772,-0.231585629803,0.578622398093,-0.294808603113,0.0764998291747
135,POMC,3,-0.256711234227,-0.643643060501,2.53311455531,0.273741562646,-0.0891949862367,-0.07317825142,-0.583124271266,-0.559183940455,-0.601820373853
136,POU3F1,3,-0.242839075352,2.58742083761,0.284552373461,-0.376217745667,-0.368145964005,-0.462346070661,-0.468956290894,-0.478568363009,-0.474899701485
137,PTPN21,3,-1.01354063019,1.9447482996,0.97627838713,0.113501039364,-1.31621024393,-0.361296759218,-0.368688150447,-0.323174199476,0.348382257176
138,PVALB,3,-1.49048406851,0.326901929668,1.93747797938,-0.300524603172,-1.04789982441,0.0135295975278,0.780624239427,-0.328544757726,0.108919507813
